"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 10, 2018","54.379","54.694","56.458","53.139","3.29M","-0.57%"
"Sep 09, 2018","54.688","53.082","56.632","52.355","3.38M","3.03%"
"Sep 08, 2018","53.082","55.715","57.179","52.073","3.30M","-4.73%"
"Sep 07, 2018","55.719","57.527","58.439","55.154","3.16M","-3.14%"
"Sep 06, 2018","57.523","57.978","58.033","54.200","3.74M","-0.82%"
"Sep 05, 2018","57.997","67.680","68.251","57.934","4.46M","-14.19%"
"Sep 04, 2018","67.591","65.436","69.383","65.418","3.44M","3.29%"
"Sep 03, 2018","65.435","66.179","66.505","64.412","1.89M","-1.14%"
"Sep 02, 2018","66.188","66.511","67.054","64.387","2.11M","-0.49%"
"Sep 01, 2018","66.511","62.033","67.822","62.024","3.75M","7.22%"
"Aug 31, 2018","62.033","60.151","63.500","59.644","3.30M","3.13%"
"Aug 30, 2018","60.151","61.510","61.620","58.645","2.81M","-2.21%"
"Aug 29, 2018","61.510","63.233","63.349","60.377","2.95M","-2.72%"
"Aug 28, 2018","63.230","60.581","63.668","59.766","3.05M","4.38%"
"Aug 27, 2018","60.580","57.021","61.043","56.606","2.93M","6.24%"
"Aug 26, 2018","57.021","57.888","58.026","55.880","2.77M","-1.50%"
"Aug 25, 2018","57.888","57.862","58.298","57.113","2.34M","0.05%"
"Aug 24, 2018","57.860","57.207","58.260","55.679","2.52M","1.14%"
"Aug 23, 2018","57.207","55.115","57.836","54.878","2.41M","3.80%"
"Aug 22, 2018","55.111","56.479","59.189","54.054","3.12M","-2.42%"
"Aug 21, 2018","56.479","53.528","56.752","53.330","1.98M","5.54%"
"Aug 20, 2018","53.516","57.831","58.595","53.442","2.73M","-7.46%"
"Aug 19, 2018","57.830","57.182","58.912","56.325","2.22M","1.13%"
"Aug 18, 2018","57.182","61.569","62.205","55.314","2.82M","-7.12%"
"Aug 17, 2018","61.567","55.301","61.678","55.159","2.93M","11.32%"
"Aug 16, 2018","55.307","54.362","57.437","54.207","2.54M","1.74%"
"Aug 15, 2018","54.361","54.338","59.175","54.007","3.22M","0.04%"
"Aug 14, 2018","54.338","56.530","56.532","48.926","3.12M","-3.88%"
"Aug 13, 2018","56.530","59.364","60.554","55.815","1.66M","-4.78%"
"Aug 12, 2018","59.364","57.753","61.540","57.588","1.63M","2.79%"
"Aug 11, 2018","57.753","59.267","59.884","55.122","1.86M","-2.58%"
"Aug 10, 2018","59.281","63.024","63.293","58.599","1.84M","-6.15%"
"Aug 09, 2018","63.168","62.216","64.994","60.202","2.26M","1.55%"
"Aug 08, 2018","62.203","67.405","67.551","61.093","3.03M","-7.73%"
"Aug 07, 2018","67.411","73.775","75.291","66.829","2.52M","-8.63%"
"Aug 06, 2018","73.775","74.582","76.712","72.608","1.87M","-1.09%"
"Aug 05, 2018","74.588","72.971","74.691","72.476","1.70M","2.22%"
"Aug 04, 2018","72.971","77.692","78.045","72.291","2.22M","-6.08%"
"Aug 03, 2018","77.692","76.250","77.794","74.959","1.97M","1.89%"
"Aug 02, 2018","76.251","77.736","78.523","75.635","1.22M","-1.91%"
"Aug 01, 2018","77.736","78.966","79.100","76.192","1.06M","-1.55%"
"Jul 31, 2018","78.961","82.306","82.581","76.269","1.32M","-4.07%"
"Jul 30, 2018","82.315","83.972","84.612","79.913","1.13M","-1.97%"
"Jul 29, 2018","83.972","84.329","85.458","83.367","846.99K","-0.42%"
"Jul 28, 2018","84.329","84.706","84.904","82.601","748.99K","-0.44%"
"Jul 27, 2018","84.706","83.539","85.192","81.692","1.01M","1.38%"
"Jul 26, 2018","83.551","86.750","87.918","82.971","962.59K","-3.72%"
"Jul 25, 2018","86.775","89.533","90.702","85.011","1.57M","-3.07%"
"Jul 24, 2018","89.521","81.797","89.746","81.203","2.65M","9.45%"
"Jul 23, 2018","81.794","82.894","86.252","81.644","2.31M","-1.33%"
"Jul 22, 2018","82.894","84.186","84.750","82.640","1.32M","-1.55%"
"Jul 21, 2018","84.196","82.499","85.295","80.253","886.13K","2.06%"
"Jul 20, 2018","82.499","86.538","87.128","81.819","1.24M","-4.66%"
"Jul 19, 2018","86.535","86.736","89.083","85.483","1.28M","-0.24%"
"Jul 18, 2018","86.740","89.466","94.662","85.658","2.12M","-3.05%"
"Jul 17, 2018","89.468","84.324","90.370","82.496","2.12M","6.10%"
"Jul 16, 2018","84.326","79.082","84.573","78.401","1.90M","6.63%"
"Jul 15, 2018","79.082","76.541","79.948","75.655","1.44M","3.32%"
"Jul 14, 2018","76.542","76.841","77.565","75.785","1.45M","-0.38%"
"Jul 13, 2018","76.831","76.928","78.720","75.465","1.68M","-0.11%"
"Jul 12, 2018","76.919","78.709","78.748","74.774","1.42M","-2.28%"
"Jul 11, 2018","78.711","76.031","81.281","75.706","1.45M","3.51%"
"Jul 10, 2018","76.039","80.561","80.678","74.757","1.62M","-5.61%"
"Jul 09, 2018","80.560","82.393","83.010","80.207","1.25M","-2.22%"
"Jul 08, 2018","82.385","85.048","85.664","82.038","1.32M","-3.12%"
"Jul 07, 2018","85.040","83.245","85.376","79.836","1.33M","2.16%"
"Jul 06, 2018","83.243","83.387","84.193","80.834","1.34M","-0.17%"
"Jul 05, 2018","83.386","85.369","86.778","82.106","1.62M","-2.31%"
"Jul 04, 2018","85.360","84.925","88.903","83.656","1.37M","0.52%"
"Jul 03, 2018","84.919","85.472","89.591","84.424","1.65M","-0.63%"
"Jul 02, 2018","85.462","80.039","86.502","78.537","1.59M","6.77%"
"Jul 01, 2018","80.042","81.278","81.576","78.142","1.32M","-1.51%"
"Jun 30, 2018","81.272","79.015","83.921","79.007","1.76M","2.86%"
"Jun 29, 2018","79.015","74.318","80.461","72.672","1.65M","6.31%"
"Jun 28, 2018","74.326","80.778","81.418","74.272","1.57M","-7.99%"
"Jun 27, 2018","80.783","75.842","81.720","75.147","1.10M","6.51%"
"Jun 26, 2018","75.843","81.486","82.458","75.523","1.77M","-6.93%"
"Jun 25, 2018","81.491","80.528","87.945","78.594","2.95M","1.15%"
"Jun 24, 2018","80.565","82.815","83.656","73.428","2.92M","-2.72%"
"Jun 23, 2018","82.816","84.806","86.551","81.661","3.19M","-2.33%"
"Jun 22, 2018","84.791","96.817","96.918","80.528","2.75M","-12.42%"
"Jun 21, 2018","96.815","97.789","99.197","96.132","982.06K","-1.00%"
"Jun 20, 2018","97.789","98.803","98.986","95.498","864.26K","-1.04%"
"Jun 19, 2018","98.813","98.755","101.452","97.083","988.71K","0.06%"
"Jun 18, 2018","98.756","95.071","99.714","93.189","1.08M","3.88%"
"Jun 17, 2018","95.065","96.716","98.106","94.811","813.89K","-1.71%"
"Jun 16, 2018","96.718","95.706","97.567","92.967","911.61K","1.06%"
"Jun 15, 2018","95.705","100.951","100.984","94.853","1.06M","-5.20%"
"Jun 14, 2018","100.950","93.700","102.715","92.830","1.46M","7.72%"
"Jun 13, 2018","93.713","100.043","100.444","89.354","1.69M","-6.33%"
"Jun 12, 2018","100.050","107.174","107.810","97.907","1.26M","-6.64%"
"Jun 11, 2018","107.160","106.699","108.514","103.164","1.11M","0.43%"
"Jun 10, 2018","106.698","117.601","117.606","103.122","1.64M","-9.27%"
"Jun 09, 2018","117.598","120.004","120.986","117.306","604.70K","-2.01%"
"Jun 08, 2018","120.004","121.584","122.273","118.225","840.22K","-1.29%"
"Jun 07, 2018","121.575","121.394","123.662","119.576","1.40M","0.15%"
"Jun 06, 2018","121.393","122.208","122.706","118.429","1.11M","-0.66%"
"Jun 05, 2018","122.205","119.879","122.489","116.310","888.05K","1.94%"
"Jun 04, 2018","119.879","125.200","126.857","118.414","843.45K","-4.23%"
"Jun 03, 2018","125.168","123.484","127.863","122.400","890.99K","1.36%"
"Jun 02, 2018","123.485","120.332","124.323","118.952","881.17K","2.62%"
"Jun 01, 2018","120.334","118.463","120.472","117.086","803.17K","1.58%"
"May 31, 2018","118.462","117.472","120.909","116.502","879.34K","0.84%"
"May 30, 2018","117.473","119.542","122.695","115.413","886.61K","-1.73%"
"May 29, 2018","119.536","111.174","122.640","110.033","1.13M","7.52%"
"May 28, 2018","111.177","117.966","119.180","110.586","994.42K","-5.75%"
"May 27, 2018","117.965","118.629","119.075","116.981","763.81K","-0.56%"
"May 26, 2018","118.625","119.096","122.321","117.642","786.15K","-0.40%"
"May 25, 2018","119.096","122.980","124.455","117.085","921.10K","-3.16%"
"May 24, 2018","122.986","118.547","124.835","115.181","1.19M","3.69%"
"May 23, 2018","118.614","128.155","129.420","116.672","1.32M","-7.45%"
"May 22, 2018","128.161","134.134","135.904","127.745","793.63K","-4.45%"
"May 21, 2018","134.134","139.719","140.255","134.034","754.40K","-4.04%"
"May 20, 2018","139.786","135.163","140.567","132.774","892.22K","3.42%"
"May 19, 2018","135.162","136.065","137.656","133.075","885.65K","-0.66%"
"May 18, 2018","136.064","132.647","137.515","129.180","1.17M","2.59%"
"May 17, 2018","132.629","139.259","141.436","131.644","1.02M","-4.76%"
"May 16, 2018","139.260","139.493","140.916","134.720","1.03M","-0.17%"
"May 15, 2018","139.497","147.401","149.552","137.952","1.22M","-5.36%"
"May 14, 2018","147.398","144.462","152.628","134.676","1.92M","2.03%"
"May 13, 2018","144.462","141.799","146.773","136.790","1.14M","2.06%"
"May 12, 2018","141.540","136.308","144.509","131.066","1.34M","3.91%"
"May 11, 2018","136.210","148.417","148.613","133.704","1.87M","-8.24%"
"May 10, 2018","148.445","156.910","160.617","148.055","1.15M","-5.39%"
"May 09, 2018","156.902","159.086","160.094","151.175","1.20M","-1.37%"
"May 08, 2018","159.080","166.333","166.709","157.547","1.31M","-4.18%"
"May 07, 2018","166.019","172.187","172.562","157.852","1.65M","-3.61%"
"May 06, 2018","172.239","178.610","183.877","165.404","1.70M","-3.52%"
"May 05, 2018","178.526","169.139","183.507","168.255","1.89M","5.61%"
"May 04, 2018","169.042","161.247","171.296","157.607","1.75M","4.83%"
"May 03, 2018","161.252","151.723","164.609","150.772","1.76M","6.28%"
"May 02, 2018","151.718","148.162","153.519","146.478","846.02K","2.37%"
"May 01, 2018","148.207","148.304","148.723","142.923","1.01M","-0.08%"
"Apr 30, 2018","148.327","153.505","154.478","147.290","943.45K","-3.36%"
"Apr 29, 2018","153.483","152.143","156.390","148.052","1.13M","0.88%"
"Apr 28, 2018","152.143","146.023","153.420","144.976","1.04M","4.22%"
"Apr 27, 2018","145.984","153.637","153.702","145.366","1.34M","-5.00%"
"Apr 26, 2018","153.667","144.830","154.422","142.338","1.32M","6.09%"
"Apr 25, 2018","144.847","164.708","164.737","141.789","2.49M","-12.03%"
"Apr 24, 2018","164.652","152.594","166.026","152.529","2.08M","7.90%"
"Apr 23, 2018","152.594","146.549","153.219","146.298","1.12M","4.11%"
"Apr 22, 2018","146.575","148.612","152.945","144.847","1.06M","-1.42%"
"Apr 21, 2018","148.686","155.651","156.822","141.028","1.68M","-4.48%"
"Apr 20, 2018","155.657","146.440","156.298","143.444","1.61M","6.29%"
"Apr 19, 2018","146.441","140.431","147.475","138.868","1.31M","4.28%"
"Apr 18, 2018","140.425","132.202","141.337","132.105","1.32M","6.13%"
"Apr 17, 2018","132.309","128.773","140.324","128.743","1.99M","2.79%"
"Apr 16, 2018","128.719","132.522","133.233","125.176","1.10M","-2.87%"
"Apr 15, 2018","132.525","126.518","132.713","126.518","1.01M","4.75%"
"Apr 14, 2018","126.514","125.388","129.651","124.476","973.59K","0.90%"
"Apr 13, 2018","125.391","129.679","133.649","124.105","2.10M","-3.30%"
"Apr 12, 2018","129.665","118.327","130.845","113.272","2.70M","9.58%"
"Apr 11, 2018","118.325","114.321","119.753","113.217","880.50K","3.50%"
"Apr 10, 2018","114.321","114.987","115.350","111.733","850.22K","-0.57%"
"Apr 09, 2018","114.977","117.840","122.891","112.935","1.28M","-2.43%"
"Apr 08, 2018","117.839","116.087","118.533","115.651","693.31K","1.51%"
"Apr 07, 2018","116.087","113.085","119.678","112.800","896.24K","2.65%"
"Apr 06, 2018","113.087","118.653","120.358","112.108","1.02M","-4.69%"
"Apr 05, 2018","118.658","118.307","122.417","114.023","1.33M","0.32%"
"Apr 04, 2018","118.275","134.254","134.640","115.610","1.89M","-11.91%"
"Apr 03, 2018","134.260","119.178","137.024","118.379","1.54M","12.66%"
"Apr 02, 2018","119.178","115.103","121.565","114.416","1.11M","3.48%"
"Apr 01, 2018","115.174","116.333","118.099","109.881","1.22M","-1.00%"
"Mar 31, 2018","116.340","118.519","124.543","115.777","1.28M","-1.84%"
"Mar 30, 2018","118.517","114.665","126.342","109.975","2.33M","3.36%"
"Mar 29, 2018","114.666","131.632","132.552","112.916","2.43M","-12.89%"
"Mar 28, 2018","131.632","134.971","139.669","130.469","1.20M","-2.23%"
"Mar 27, 2018","134.640","148.240","149.480","134.460","1.50M","-10.67%"
"Mar 26, 2018","150.722","160.383","160.748","144.731","1.93M","-6.03%"
"Mar 25, 2018","160.391","159.245","162.079","154.557","1.12M","0.73%"
"Mar 24, 2018","159.229","167.079","167.670","159.042","1.31M","-4.73%"
"Mar 23, 2018","167.136","163.473","178.699","158.314","1.53M","2.24%"
"Mar 22, 2018","163.468","168.299","171.008","160.577","1.71M","-2.87%"
"Mar 21, 2018","168.303","169.264","176.182","165.125","1.82M","-0.56%"
"Mar 20, 2018","169.247","159.823","171.529","156.386","1.94M","5.38%"
"Mar 19, 2018","160.607","152.386","161.827","150.583","2.14M","5.39%"
"Mar 18, 2018","152.398","152.018","155.337","139.184","2.68M","0.24%"
"Mar 17, 2018","152.039","165.938","166.332","150.574","1.79M","-8.41%"
"Mar 16, 2018","166.008","163.664","171.690","157.780","1.78M","1.41%"
"Mar 15, 2018","163.693","160.523","166.296","151.082","2.33M","1.93%"
"Mar 14, 2018","160.589","175.432","176.842","120.080","1.98M","-8.47%"
"Mar 13, 2018","175.454","177.510","189.239","172.547","1.75M","-1.15%"
"Mar 12, 2018","177.501","187.870","196.486","174.946","2.10M","-5.51%"
"Mar 11, 2018","187.855","176.796","191.981","172.589","2.36M","6.28%"
"Mar 10, 2018","176.751","142.019","190.633","138.588","2.53M","24.45%"
"Mar 09, 2018","142.030","176.168","188.198","141.507","3.86M","-19.38%"
"Mar 08, 2018","176.180","184.919","188.723","174.751","2.29M","-4.72%"
"Mar 07, 2018","184.907","196.190","200.529","177.498","2.63M","-5.75%"
"Mar 06, 2018","196.182","211.250","211.378","190.404","2.00M","-7.13%"
"Mar 05, 2018","211.240","213.301","215.753","209.407","1.44M","-0.98%"
"Mar 04, 2018","213.332","210.266","214.313","205.300","1.37M","1.46%"
"Mar 03, 2018","210.271","212.427","217.881","209.232","1.73M","-1.00%"
"Mar 02, 2018","212.399","209.626","213.223","204.306","1.50M","1.32%"
"Mar 01, 2018","209.633","202.227","214.852","200.552","1.61M","3.77%"
"Feb 28, 2018","202.010","215.073","223.217","201.838","1.91M","-6.10%"
"Feb 27, 2018","215.138","218.456","223.106","212.809","1.93M","-1.51%"
"Feb 26, 2018","218.439","217.863","231.202","215.029","2.79M","0.34%"
"Feb 25, 2018","217.700","206.412","222.782","199.691","2.27M","5.47%"
"Feb 24, 2018","206.412","206.670","217.987","194.573","2.32M","-0.26%"
"Feb 23, 2018","206.945","193.091","215.314","182.445","2.82M","7.20%"
"Feb 22, 2018","193.049","209.980","221.208","188.976","2.86M","-8.08%"
"Feb 21, 2018","210.010","228.877","231.864","204.716","3.16M","-8.17%"
"Feb 20, 2018","228.696","222.087","251.122","221.662","3.68M","2.97%"
"Feb 19, 2018","222.097","214.010","226.457","213.267","1.66M","3.87%"
"Feb 18, 2018","213.821","228.753","231.329","211.385","2.24M","-6.40%"
"Feb 17, 2018","228.445","228.137","232.494","223.861","1.65M","0.10%"
"Feb 16, 2018","228.217","221.311","234.716","209.848","2.68M","3.11%"
"Feb 15, 2018","221.337","212.021","236.507","207.044","4.16M","4.36%"
"Feb 14, 2018","212.082","159.264","217.091","159.264","5.19M","33.16%"
"Feb 13, 2018","159.267","161.507","162.211","152.871","1.23M","-1.36%"
"Feb 12, 2018","161.459","148.907","163.299","148.907","1.44M","8.50%"
"Feb 11, 2018","148.808","155.025","155.808","141.683","1.42M","-4.01%"
"Feb 10, 2018","155.029","163.955","169.121","148.091","1.74M","-5.47%"
"Feb 09, 2018","163.998","148.929","164.175","142.125","1.45M","10.14%"
"Feb 08, 2018","148.903","137.972","150.384","137.910","1.51M","7.91%"
"Feb 07, 2018","137.993","142.017","158.499","130.963","2.47M","-2.97%"
"Feb 06, 2018","142.219","125.187","146.861","106.386","4.82M","13.51%"
"Feb 05, 2018","125.292","147.951","154.089","116.370","3.81M","-15.28%"
"Feb 04, 2018","147.886","160.960","174.553","137.767","3.45M","-8.13%"
"Feb 03, 2018","160.974","131.585","166.182","121.009","2.20M","22.30%"
"Feb 02, 2018","131.625","142.496","142.947","104.906","3.42M","-7.65%"
"Feb 01, 2018","142.528","163.880","166.254","130.041","2.01M","-13.03%"
"Jan 31, 2018","163.879","166.364","167.225","157.317","1.05M","-1.49%"
"Jan 30, 2018","166.365","181.299","181.370","161.049","1.22M","-7.35%"
"Jan 29, 2018","179.570","191.120","191.120","175.560","908.18K","-6.04%"
"Jan 28, 2018","191.120","179.650","192.470","178.650","984.83K","6.38%"
"Jan 27, 2018","179.650","175.710","182.000","173.960","748.73K","2.24%"
"Jan 26, 2018","175.710","178.860","181.710","166.150","1.17M","-1.76%"
"Jan 25, 2018","178.860","180.590","184.780","175.000","998.43K","-0.96%"
"Jan 24, 2018","180.600","178.270","184.690","172.230","1.13M","1.31%"
"Jan 23, 2018","178.270","179.420","186.030","165.010","1.54M","-0.64%"
"Jan 22, 2018","179.420","191.250","194.700","165.500","1.97M","-6.19%"
"Jan 21, 2018","191.250","210.910","211.090","183.120","1.51M","-9.32%"
"Jan 20, 2018","210.910","192.500","214.880","192.500","1.58M","9.56%"
"Jan 19, 2018","192.500","192.570","203.000","187.100","1.75M","-0.05%"
"Jan 18, 2018","192.600","189.000","211.000","176.310","3.57M","1.90%"
"Jan 17, 2018","189.000","191.130","214.890","135.000","7.26M","-1.11%"
"Jan 16, 2018","191.130","232.510","233.210","147.000","6.11M","-17.80%"
"Jan 15, 2018","232.510","237.890","244.200","231.110","924.21K","-2.26%"
"Jan 14, 2018","237.890","258.440","267.980","233.820","1.65M","-7.80%"
"Jan 13, 2018","258.020","235.520","263.000","235.510","1.67M","9.55%"
"Jan 12, 2018","235.520","226.900","241.970","220.520","1.43M","3.79%"
"Jan 11, 2018","226.910","249.010","253.000","220.000","2.65M","-8.69%"
"Jan 10, 2018","248.500","246.900","249.670","232.520","1.96M","0.69%"
"Jan 09, 2018","246.790","255.210","258.750","238.750","1.74M","-3.35%"
"Jan 08, 2018","255.350","272.080","273.670","231.640","2.54M","-6.14%"
"Jan 07, 2018","272.060","279.420","286.950","265.240","1.53M","-2.63%"
"Jan 06, 2018","279.420","246.230","304.000","245.000","3.43M","13.48%"
"Jan 05, 2018","246.230","238.910","251.970","236.240","2.03M","3.06%"
"Jan 04, 2018","238.910","244.990","245.000","226.790","2.15M","-2.48%"
"Jan 03, 2018","244.990","253.310","258.540","240.720","1.86M","-3.28%"
"Jan 02, 2018","253.310","225.220","262.000","225.210","2.84M","12.47%"
"Jan 01, 2018","225.220","227.170","232.290","217.660","1.06M","-0.86%"
"Dec 31, 2017","227.170","216.030","237.880","210.000","1.83M","5.16%"
"Dec 30, 2017","216.030","245.790","246.000","206.000","2.55M","-12.11%"
"Dec 29, 2017","245.790","251.180","259.500","236.500","1.91M","-2.15%"
"Dec 28, 2017","251.180","264.400","266.000","223.590","3.02M","-5.00%"
"Dec 27, 2017","264.400","280.100","286.460","252.810","1.93M","-5.61%"
"Dec 26, 2017","280.100","273.520","286.990","273.170","1.52M","2.41%"
"Dec 25, 2017","273.520","278.810","287.400","271.120","1.25M","-1.90%"
"Dec 24, 2017","278.810","293.030","295.990","254.000","2.86M","-4.85%"
"Dec 23, 2017","293.030","267.790","321.850","261.000","3.90M","9.43%"
"Dec 22, 2017","267.790","311.000","311.890","144.000","13.08M","-13.89%"
"Dec 21, 2017","311.000","305.590","327.990","291.010","2.89M","1.77%"
"Dec 20, 2017","305.590","350.790","350.790","275.000","6.07M","-12.89%"
"Dec 19, 2017","350.790","359.400","380.000","324.670","5.79M","-2.40%"
"Dec 18, 2017","359.400","324.740","366.900","305.770","4.67M","10.67%"
"Dec 17, 2017","324.740","306.860","334.850","303.240","3.68M","5.83%"
"Dec 16, 2017","306.860","303.790","314.970","280.000","3.24M","1.01%"
"Dec 15, 2017","303.790","283.800","322.970","252.220","6.99M","7.04%"
"Dec 14, 2017","283.800","312.890","324.620","256.100","5.82M","-9.30%"
"Dec 13, 2017","312.890","352.080","372.550","275.000","9.32M","-11.13%"
"Dec 12, 2017","352.080","218.600","420.000","213.300","15.30M","61.06%"
"Dec 11, 2017","218.600","150.990","235.000","149.960","9.79M","44.78%"
