"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HOUSECOST","REAL","IDX2015","Q","1987-Q3",45.3935624103812,
"NOR","HOUSECOST","REAL","IDX2015","Q","1987-Q4",44.9065106526723,
"NOR","HOUSECOST","REAL","IDX2015","Q","1988-Q1",44.965253936833,
"NOR","HOUSECOST","REAL","IDX2015","Q","1988-Q2",44.368922341661,
"NOR","HOUSECOST","REAL","IDX2015","Q","1988-Q3",44.310337836058,
"NOR","HOUSECOST","REAL","IDX2015","Q","1988-Q4",43.8863793547439,
"NOR","HOUSECOST","REAL","IDX2015","Q","1989-Q1",42.2940805480453,
"NOR","HOUSECOST","REAL","IDX2015","Q","1989-Q2",40.1938420481868,
"NOR","HOUSECOST","REAL","IDX2015","Q","1989-Q3",38.4217575298794,
"NOR","HOUSECOST","REAL","IDX2015","Q","1989-Q4",37.5657239495322,
"NOR","HOUSECOST","REAL","IDX2015","Q","1990-Q1",36.4139370904934,
"NOR","HOUSECOST","REAL","IDX2015","Q","1990-Q2",36.0810449995151,
"NOR","HOUSECOST","REAL","IDX2015","Q","1990-Q3",34.7441964715103,
"NOR","HOUSECOST","REAL","IDX2015","Q","1990-Q4",33.2534717850875,
"NOR","HOUSECOST","REAL","IDX2015","Q","1991-Q1",32.802331191008,
"NOR","HOUSECOST","REAL","IDX2015","Q","1991-Q2",31.8495454084728,
"NOR","HOUSECOST","REAL","IDX2015","Q","1991-Q3",31.3888326975545,
"NOR","HOUSECOST","REAL","IDX2015","Q","1991-Q4",31.0933356305945,
"NOR","HOUSECOST","REAL","IDX2015","Q","1992-Q1",29.8194159906802,
"NOR","HOUSECOST","REAL","IDX2015","Q","1992-Q2",30.1620681747695,
"NOR","HOUSECOST","REAL","IDX2015","Q","1992-Q3",29.3518624344919,
"NOR","HOUSECOST","REAL","IDX2015","Q","1992-Q4",28.7292651270481,
"NOR","HOUSECOST","REAL","IDX2015","Q","1993-Q1",28.2064903109419,
"NOR","HOUSECOST","REAL","IDX2015","Q","1993-Q2",28.7237797380612,
"NOR","HOUSECOST","REAL","IDX2015","Q","1993-Q3",29.069472599188,
"NOR","HOUSECOST","REAL","IDX2015","Q","1993-Q4",30.2623563529999,
"NOR","HOUSECOST","REAL","IDX2015","Q","1994-Q1",32.0887164681597,
"NOR","HOUSECOST","REAL","IDX2015","Q","1994-Q2",32.2361298265352,
"NOR","HOUSECOST","REAL","IDX2015","Q","1994-Q3",32.9133620848903,
"NOR","HOUSECOST","REAL","IDX2015","Q","1994-Q4",33.0816571768823,
"NOR","HOUSECOST","REAL","IDX2015","Q","1995-Q1",33.4545206305887,
"NOR","HOUSECOST","REAL","IDX2015","Q","1995-Q2",33.9709309971155,
"NOR","HOUSECOST","REAL","IDX2015","Q","1995-Q3",34.3122728264025,
"NOR","HOUSECOST","REAL","IDX2015","Q","1995-Q4",34.9671946149368,
"NOR","HOUSECOST","REAL","IDX2015","Q","1996-Q1",35.6242406806288,
"NOR","HOUSECOST","REAL","IDX2015","Q","1996-Q2",36.3144109044659,
"NOR","HOUSECOST","REAL","IDX2015","Q","1996-Q3",37.1420667191036,
"NOR","HOUSECOST","REAL","IDX2015","Q","1996-Q4",38.0723313018301,
"NOR","HOUSECOST","REAL","IDX2015","Q","1997-Q1",38.5742679542201,
"NOR","HOUSECOST","REAL","IDX2015","Q","1997-Q2",39.7036595862033,
"NOR","HOUSECOST","REAL","IDX2015","Q","1997-Q3",40.8690254488769,
"NOR","HOUSECOST","REAL","IDX2015","Q","1997-Q4",41.7289216832794,
"NOR","HOUSECOST","REAL","IDX2015","Q","1998-Q1",43.3155072747523,
"NOR","HOUSECOST","REAL","IDX2015","Q","1998-Q2",44.0430642349694,
"NOR","HOUSECOST","REAL","IDX2015","Q","1998-Q3",43.8704084401121,
"NOR","HOUSECOST","REAL","IDX2015","Q","1998-Q4",43.119085893836,
"NOR","HOUSECOST","REAL","IDX2015","Q","1999-Q1",44.9626890919716,
"NOR","HOUSECOST","REAL","IDX2015","Q","1999-Q2",46.4968281200152,
"NOR","HOUSECOST","REAL","IDX2015","Q","1999-Q3",48.237446840844,
"NOR","HOUSECOST","REAL","IDX2015","Q","1999-Q4",50.2120913638195,
"NOR","HOUSECOST","REAL","IDX2015","Q","2000-Q1",51.9760782853441,
"NOR","HOUSECOST","REAL","IDX2015","Q","2000-Q2",54.1225481611737,
"NOR","HOUSECOST","REAL","IDX2015","Q","2000-Q3",53.753600437959,
"NOR","HOUSECOST","REAL","IDX2015","Q","2000-Q4",54.1620987660588,
"NOR","HOUSECOST","REAL","IDX2015","Q","2001-Q1",54.3047247237913,
"NOR","HOUSECOST","REAL","IDX2015","Q","2001-Q2",54.907940019079,
"NOR","HOUSECOST","REAL","IDX2015","Q","2001-Q3",56.9101107045491,
"NOR","HOUSECOST","REAL","IDX2015","Q","2001-Q4",57.7395589767469,
"NOR","HOUSECOST","REAL","IDX2015","Q","2002-Q1",57.7783968022361,
"NOR","HOUSECOST","REAL","IDX2015","Q","2002-Q2",58.1882257246728,
"NOR","HOUSECOST","REAL","IDX2015","Q","2002-Q3",58.137050616337,
"NOR","HOUSECOST","REAL","IDX2015","Q","2002-Q4",57.7432924599691,
"NOR","HOUSECOST","REAL","IDX2015","Q","2003-Q1",56.2834165223371,
"NOR","HOUSECOST","REAL","IDX2015","Q","2003-Q2",56.7693995263956,
"NOR","HOUSECOST","REAL","IDX2015","Q","2003-Q3",57.5904392842725,
"NOR","HOUSECOST","REAL","IDX2015","Q","2003-Q4",58.5294137432094,
"NOR","HOUSECOST","REAL","IDX2015","Q","2004-Q1",60.9715015535544,
"NOR","HOUSECOST","REAL","IDX2015","Q","2004-Q2",61.9801199953041,
"NOR","HOUSECOST","REAL","IDX2015","Q","2004-Q3",62.7723082768026,
"NOR","HOUSECOST","REAL","IDX2015","Q","2004-Q4",63.8028585278604,
"NOR","HOUSECOST","REAL","IDX2015","Q","2005-Q1",65.7551149405671,
"NOR","HOUSECOST","REAL","IDX2015","Q","2005-Q2",65.7815933985153,
"NOR","HOUSECOST","REAL","IDX2015","Q","2005-Q3",67.1300268077758,
"NOR","HOUSECOST","REAL","IDX2015","Q","2005-Q4",68.4044315989035,
"NOR","HOUSECOST","REAL","IDX2015","Q","2006-Q1",70.4970154385047,
"NOR","HOUSECOST","REAL","IDX2015","Q","2006-Q2",73.0517379217433,
"NOR","HOUSECOST","REAL","IDX2015","Q","2006-Q3",76.2411778259618,
"NOR","HOUSECOST","REAL","IDX2015","Q","2006-Q4",78.3850230385648,
"NOR","HOUSECOST","REAL","IDX2015","Q","2007-Q1",81.218799172741,
"NOR","HOUSECOST","REAL","IDX2015","Q","2007-Q2",83.0180752810983,
"NOR","HOUSECOST","REAL","IDX2015","Q","2007-Q3",84.0313941184682,
"NOR","HOUSECOST","REAL","IDX2015","Q","2007-Q4",83.2118090286092,
"NOR","HOUSECOST","REAL","IDX2015","Q","2008-Q1",82.5170326064777,
"NOR","HOUSECOST","REAL","IDX2015","Q","2008-Q2",81.4007858078264,
"NOR","HOUSECOST","REAL","IDX2015","Q","2008-Q3",78.6811351523114,
"NOR","HOUSECOST","REAL","IDX2015","Q","2008-Q4",74.4245872013492,
"NOR","HOUSECOST","REAL","IDX2015","Q","2009-Q1",75.609599622125,
"NOR","HOUSECOST","REAL","IDX2015","Q","2009-Q2",77.5079735763148,
"NOR","HOUSECOST","REAL","IDX2015","Q","2009-Q3",80.204116383196,
"NOR","HOUSECOST","REAL","IDX2015","Q","2009-Q4",81.8068736122418,
"NOR","HOUSECOST","REAL","IDX2015","Q","2010-Q1",81.3360007349563,
"NOR","HOUSECOST","REAL","IDX2015","Q","2010-Q2",83.6309533398903,
"NOR","HOUSECOST","REAL","IDX2015","Q","2010-Q3",84.084947741251,
"NOR","HOUSECOST","REAL","IDX2015","Q","2010-Q4",84.8733332955643,
"NOR","HOUSECOST","REAL","IDX2015","Q","2011-Q1",88.0035083509975,
"NOR","HOUSECOST","REAL","IDX2015","Q","2011-Q2",87.5536448181807,
"NOR","HOUSECOST","REAL","IDX2015","Q","2011-Q3",89.8568806071897,
"NOR","HOUSECOST","REAL","IDX2015","Q","2011-Q4",91.3195602137427,
"NOR","HOUSECOST","REAL","IDX2015","Q","2012-Q1",92.45114577043,
"NOR","HOUSECOST","REAL","IDX2015","Q","2012-Q2",93.7518633408127,
"NOR","HOUSECOST","REAL","IDX2015","Q","2012-Q3",95.0387350739763,
"NOR","HOUSECOST","REAL","IDX2015","Q","2012-Q4",95.6467738499324,
"NOR","HOUSECOST","REAL","IDX2015","Q","2013-Q1",96.5870220148119,
"NOR","HOUSECOST","REAL","IDX2015","Q","2013-Q2",96.6756955150419,
"NOR","HOUSECOST","REAL","IDX2015","Q","2013-Q3",95.931778750715,
"NOR","HOUSECOST","REAL","IDX2015","Q","2013-Q4",95.0064630272992,
"NOR","HOUSECOST","REAL","IDX2015","Q","2014-Q1",94.5280316787056,
"NOR","HOUSECOST","REAL","IDX2015","Q","2014-Q2",95.9083864045171,
"NOR","HOUSECOST","REAL","IDX2015","Q","2014-Q3",97.1522863696211,
"NOR","HOUSECOST","REAL","IDX2015","Q","2014-Q4",98.4076501141755,
"NOR","HOUSECOST","REAL","IDX2015","Q","2015-Q1",98.974109990392,
"NOR","HOUSECOST","REAL","IDX2015","Q","2015-Q2",100.34156694686,
"NOR","HOUSECOST","REAL","IDX2015","Q","2015-Q3",100.731653098383,
"NOR","HOUSECOST","REAL","IDX2015","Q","2015-Q4",99.9526699643655,
"NOR","HOUSECOST","REAL","IDX2015","Q","2016-Q1",100.670641109215,
"NOR","HOUSECOST","REAL","IDX2015","Q","2016-Q2",102.101583510068,
"NOR","HOUSECOST","REAL","IDX2015","Q","2016-Q3",105.286585512429,
"NOR","HOUSECOST","REAL","IDX2015","Q","2016-Q4",107.529733873156,
"NOR","HOUSECOST","REAL","IDX2015","Q","2017-Q1",108.716721363364,
"NOR","HOUSECOST","REAL","IDX2015","Q","2017-Q2",107.1622981462,
"NOR","HOUSECOST","REAL","IDX2015","Q","2017-Q3",105.998985860024,
"NOR","HOUSECOST","REAL","IDX2015","Q","2017-Q4",106.085171391706,
"NOR","HOUSECOST","REAL","IDX2015","Q","2018-Q1",105.546069811714,
"NOR","HOUSECOST","REAL","IDX2015","Q","2018-Q2",107.008772225326,
"NOR","HOUSECOST","RENT","IDX2015","Q","1979-Q1",22.4380780626857,
"NOR","HOUSECOST","RENT","IDX2015","Q","1979-Q2",22.2512768405502,
"NOR","HOUSECOST","RENT","IDX2015","Q","1979-Q3",22.3573204837656,
"NOR","HOUSECOST","RENT","IDX2015","Q","1979-Q4",22.6608151895836,
"NOR","HOUSECOST","RENT","IDX2015","Q","1980-Q1",23.0195420999095,
"NOR","HOUSECOST","RENT","IDX2015","Q","1980-Q2",23.5316903749385,
"NOR","HOUSECOST","RENT","IDX2015","Q","1980-Q3",24.1987552582686,
"NOR","HOUSECOST","RENT","IDX2015","Q","1980-Q4",24.9580038841834,
"NOR","HOUSECOST","RENT","IDX2015","Q","1981-Q1",25.5495611881374,
"NOR","HOUSECOST","RENT","IDX2015","Q","1981-Q2",26.2235551174653,
"NOR","HOUSECOST","RENT","IDX2015","Q","1981-Q3",26.9034519443895,
"NOR","HOUSECOST","RENT","IDX2015","Q","1981-Q4",27.5989757579325,
"NOR","HOUSECOST","RENT","IDX2015","Q","1982-Q1",28.47615048016,
"NOR","HOUSECOST","RENT","IDX2015","Q","1982-Q2",29.7141932916686,
"NOR","HOUSECOST","RENT","IDX2015","Q","1982-Q3",30.4262968077118,
"NOR","HOUSECOST","RENT","IDX2015","Q","1982-Q4",31.0266796376977,
"NOR","HOUSECOST","RENT","IDX2015","Q","1983-Q1",31.6867653762973,
"NOR","HOUSECOST","RENT","IDX2015","Q","1983-Q2",32.3931619303758,
"NOR","HOUSECOST","RENT","IDX2015","Q","1983-Q3",32.9858794635139,
"NOR","HOUSECOST","RENT","IDX2015","Q","1983-Q4",33.5784320237522,
"NOR","HOUSECOST","RENT","IDX2015","Q","1984-Q1",34.1388176852244,
"NOR","HOUSECOST","RENT","IDX2015","Q","1984-Q2",34.7685480617932,
"NOR","HOUSECOST","RENT","IDX2015","Q","1984-Q3",35.3619854164921,
"NOR","HOUSECOST","RENT","IDX2015","Q","1984-Q4",35.909023730794,
"NOR","HOUSECOST","RENT","IDX2015","Q","1985-Q1",36.2478768483314,
"NOR","HOUSECOST","RENT","IDX2015","Q","1985-Q2",36.4913618770782,
"NOR","HOUSECOST","RENT","IDX2015","Q","1985-Q3",36.8942000158716,
"NOR","HOUSECOST","RENT","IDX2015","Q","1985-Q4",37.4121695670124,
"NOR","HOUSECOST","RENT","IDX2015","Q","1986-Q1",37.8648056700149,
"NOR","HOUSECOST","RENT","IDX2015","Q","1986-Q2",38.2376601956647,
"NOR","HOUSECOST","RENT","IDX2015","Q","1986-Q3",38.7345345853276,
"NOR","HOUSECOST","RENT","IDX2015","Q","1986-Q4",39.3425435409162,
"NOR","HOUSECOST","RENT","IDX2015","Q","1987-Q1",39.937577124479,
"NOR","HOUSECOST","RENT","IDX2015","Q","1987-Q2",40.4631338015394,
"NOR","HOUSECOST","RENT","IDX2015","Q","1987-Q3",41.0557404081891,
"NOR","HOUSECOST","RENT","IDX2015","Q","1987-Q4",41.7571770037588,
"NOR","HOUSECOST","RENT","IDX2015","Q","1988-Q1",42.5938119109934,
"NOR","HOUSECOST","RENT","IDX2015","Q","1988-Q2",43.6707689411591,
"NOR","HOUSECOST","RENT","IDX2015","Q","1988-Q3",44.538037313596,
"NOR","HOUSECOST","RENT","IDX2015","Q","1988-Q4",45.3120874121672,
"NOR","HOUSECOST","RENT","IDX2015","Q","1989-Q1",46.1093541429715,
"NOR","HOUSECOST","RENT","IDX2015","Q","1989-Q2",46.9553744411609,
"NOR","HOUSECOST","RENT","IDX2015","Q","1989-Q3",47.8338445580624,
"NOR","HOUSECOST","RENT","IDX2015","Q","1989-Q4",48.6172514291568,
"NOR","HOUSECOST","RENT","IDX2015","Q","1990-Q1",49.4056586345931,
"NOR","HOUSECOST","RENT","IDX2015","Q","1990-Q2",50.1600298373997,
"NOR","HOUSECOST","RENT","IDX2015","Q","1990-Q3",50.8174844343206,
"NOR","HOUSECOST","RENT","IDX2015","Q","1990-Q4",51.4336788008042,
"NOR","HOUSECOST","RENT","IDX2015","Q","1991-Q1",52.0461135351765,
"NOR","HOUSECOST","RENT","IDX2015","Q","1991-Q2",52.7293744539052,
"NOR","HOUSECOST","RENT","IDX2015","Q","1991-Q3",53.2121684781559,
"NOR","HOUSECOST","RENT","IDX2015","Q","1991-Q4",53.6966791747885,
"NOR","HOUSECOST","RENT","IDX2015","Q","1992-Q1",54.1432251186464,
"NOR","HOUSECOST","RENT","IDX2015","Q","1992-Q2",54.6170140520134,
"NOR","HOUSECOST","RENT","IDX2015","Q","1992-Q3",55.1708283442767,
"NOR","HOUSECOST","RENT","IDX2015","Q","1992-Q4",55.6872706162974,
"NOR","HOUSECOST","RENT","IDX2015","Q","1993-Q1",56.1078800502759,
"NOR","HOUSECOST","RENT","IDX2015","Q","1993-Q2",56.4101157115449,
"NOR","HOUSECOST","RENT","IDX2015","Q","1993-Q3",56.6880828379041,
"NOR","HOUSECOST","RENT","IDX2015","Q","1993-Q4",56.8461367602576,
"NOR","HOUSECOST","RENT","IDX2015","Q","1994-Q1",56.8516033656151,
"NOR","HOUSECOST","RENT","IDX2015","Q","1994-Q2",56.7219147129305,
"NOR","HOUSECOST","RENT","IDX2015","Q","1994-Q3",56.89574090595,
"NOR","HOUSECOST","RENT","IDX2015","Q","1994-Q4",57.0830616342761,
"NOR","HOUSECOST","RENT","IDX2015","Q","1995-Q1",57.3440590222553,
"NOR","HOUSECOST","RENT","IDX2015","Q","1995-Q2",57.5188974408464,
"NOR","HOUSECOST","RENT","IDX2015","Q","1995-Q3",57.8898502751872,
"NOR","HOUSECOST","RENT","IDX2015","Q","1995-Q4",58.1998078050255,
"NOR","HOUSECOST","RENT","IDX2015","Q","1996-Q1",58.4173613169623,
"NOR","HOUSECOST","RENT","IDX2015","Q","1996-Q2",58.6631789362224,
"NOR","HOUSECOST","RENT","IDX2015","Q","1996-Q3",58.803256537003,
"NOR","HOUSECOST","RENT","IDX2015","Q","1996-Q4",59.0691417801829,
"NOR","HOUSECOST","RENT","IDX2015","Q","1997-Q1",59.4138410643755,
"NOR","HOUSECOST","RENT","IDX2015","Q","1997-Q2",59.8667309142677,
"NOR","HOUSECOST","RENT","IDX2015","Q","1997-Q3",60.4464004342917,
"NOR","HOUSECOST","RENT","IDX2015","Q","1997-Q4",60.8931093638936,
"NOR","HOUSECOST","RENT","IDX2015","Q","1998-Q1",61.1168354629407,
"NOR","HOUSECOST","RENT","IDX2015","Q","1998-Q2",61.3980919286976,
"NOR","HOUSECOST","RENT","IDX2015","Q","1998-Q3",61.7338655740779,
"NOR","HOUSECOST","RENT","IDX2015","Q","1998-Q4",62.0050992342825,
"NOR","HOUSECOST","RENT","IDX2015","Q","1999-Q1",62.3523266031823,
"NOR","HOUSECOST","RENT","IDX2015","Q","1999-Q2",63.1978383032996,
"NOR","HOUSECOST","RENT","IDX2015","Q","1999-Q3",63.4841393921138,
"NOR","HOUSECOST","RENT","IDX2015","Q","1999-Q4",64.0868313162282,
"NOR","HOUSECOST","RENT","IDX2015","Q","2000-Q1",64.8765127238606,
"NOR","HOUSECOST","RENT","IDX2015","Q","2000-Q2",65.3415412591154,
"NOR","HOUSECOST","RENT","IDX2015","Q","2000-Q3",66.1037156277992,
"NOR","HOUSECOST","RENT","IDX2015","Q","2000-Q4",66.8001910729419,
"NOR","HOUSECOST","RENT","IDX2015","Q","2001-Q1",67.4686746093543,
"NOR","HOUSECOST","RENT","IDX2015","Q","2001-Q2",67.8989448687645,
"NOR","HOUSECOST","RENT","IDX2015","Q","2001-Q3",68.4716948402451,
"NOR","HOUSECOST","RENT","IDX2015","Q","2001-Q4",69.4168425707364,
"NOR","HOUSECOST","RENT","IDX2015","Q","2002-Q1",70.3095327113934,
"NOR","HOUSECOST","RENT","IDX2015","Q","2002-Q2",71.0808763044105,
"NOR","HOUSECOST","RENT","IDX2015","Q","2002-Q3",71.8198243476965,
"NOR","HOUSECOST","RENT","IDX2015","Q","2002-Q4",72.2469323098333,
"NOR","HOUSECOST","RENT","IDX2015","Q","2003-Q1",73.1522104915615,
"NOR","HOUSECOST","RENT","IDX2015","Q","2003-Q2",74.0793945327289,
"NOR","HOUSECOST","RENT","IDX2015","Q","2003-Q3",74.5839819201882,
"NOR","HOUSECOST","RENT","IDX2015","Q","2003-Q4",75.009207925893,
"NOR","HOUSECOST","RENT","IDX2015","Q","2004-Q1",75.1492575025032,
"NOR","HOUSECOST","RENT","IDX2015","Q","2004-Q2",75.4412411942926,
"NOR","HOUSECOST","RENT","IDX2015","Q","2004-Q3",75.8614398126691,
"NOR","HOUSECOST","RENT","IDX2015","Q","2004-Q4",76.3400146186212,
"NOR","HOUSECOST","RENT","IDX2015","Q","2005-Q1",76.6462357365278,
"NOR","HOUSECOST","RENT","IDX2015","Q","2005-Q2",77.0539471287044,
"NOR","HOUSECOST","RENT","IDX2015","Q","2005-Q3",77.4076138066992,
"NOR","HOUSECOST","RENT","IDX2015","Q","2005-Q4",77.784645847019,
"NOR","HOUSECOST","RENT","IDX2015","Q","2006-Q1",78.2858662218418,
"NOR","HOUSECOST","RENT","IDX2015","Q","2006-Q2",78.7361654175399,
"NOR","HOUSECOST","RENT","IDX2015","Q","2006-Q3",79.2063400306691,
"NOR","HOUSECOST","RENT","IDX2015","Q","2006-Q4",79.6313426160922,
"NOR","HOUSECOST","RENT","IDX2015","Q","2007-Q1",79.8789377789577,
"NOR","HOUSECOST","RENT","IDX2015","Q","2007-Q2",80.0764755404813,
"NOR","HOUSECOST","RENT","IDX2015","Q","2007-Q3",80.6414470323441,
"NOR","HOUSECOST","RENT","IDX2015","Q","2007-Q4",81.296677758649,
"NOR","HOUSECOST","RENT","IDX2015","Q","2008-Q1",81.8429168918561,
"NOR","HOUSECOST","RENT","IDX2015","Q","2008-Q2",82.6283026400116,
"NOR","HOUSECOST","RENT","IDX2015","Q","2008-Q3",83.216590675021,
"NOR","HOUSECOST","RENT","IDX2015","Q","2008-Q4",83.8731951370576,
"NOR","HOUSECOST","RENT","IDX2015","Q","2009-Q1",84.8302070327823,
"NOR","HOUSECOST","RENT","IDX2015","Q","2009-Q2",85.5428771769281,
"NOR","HOUSECOST","RENT","IDX2015","Q","2009-Q3",86.1988383358785,
"NOR","HOUSECOST","RENT","IDX2015","Q","2009-Q4",86.3900347778475,
"NOR","HOUSECOST","RENT","IDX2015","Q","2010-Q1",87.5098928603325,
"NOR","HOUSECOST","RENT","IDX2015","Q","2010-Q2",87.8903043389855,
"NOR","HOUSECOST","RENT","IDX2015","Q","2010-Q3",88.3768962032047,
"NOR","HOUSECOST","RENT","IDX2015","Q","2010-Q4",88.9523595067953,
"NOR","HOUSECOST","RENT","IDX2015","Q","2011-Q1",89.49801372189,
"NOR","HOUSECOST","RENT","IDX2015","Q","2011-Q2",89.8607388636281,
"NOR","HOUSECOST","RENT","IDX2015","Q","2011-Q3",90.4078419838751,
"NOR","HOUSECOST","RENT","IDX2015","Q","2011-Q4",90.8968608291324,
"NOR","HOUSECOST","RENT","IDX2015","Q","2012-Q1",91.1480374825333,
"NOR","HOUSECOST","RENT","IDX2015","Q","2012-Q2",91.6026823640932,
"NOR","HOUSECOST","RENT","IDX2015","Q","2012-Q3",92.0845180805913,
"NOR","HOUSECOST","RENT","IDX2015","Q","2012-Q4",92.7287836685853,
"NOR","HOUSECOST","RENT","IDX2015","Q","2013-Q1",93.620145928333,
"NOR","HOUSECOST","RENT","IDX2015","Q","2013-Q2",94.4186025928411,
"NOR","HOUSECOST","RENT","IDX2015","Q","2013-Q3",95.0928116668729,
"NOR","HOUSECOST","RENT","IDX2015","Q","2013-Q4",95.8667461705339,
"NOR","HOUSECOST","RENT","IDX2015","Q","2014-Q1",96.2055092325845,
"NOR","HOUSECOST","RENT","IDX2015","Q","2014-Q2",96.9143870275317,
"NOR","HOUSECOST","RENT","IDX2015","Q","2014-Q3",97.6987756425968,
"NOR","HOUSECOST","RENT","IDX2015","Q","2014-Q4",98.4138290111133,
"NOR","HOUSECOST","RENT","IDX2015","Q","2015-Q1",99.1453075692737,
"NOR","HOUSECOST","RENT","IDX2015","Q","2015-Q2",99.7769131529586,
"NOR","HOUSECOST","RENT","IDX2015","Q","2015-Q3",100.329227480132,
"NOR","HOUSECOST","RENT","IDX2015","Q","2015-Q4",100.748551797636,
"NOR","HOUSECOST","RENT","IDX2015","Q","2016-Q1",101.091152737743,
"NOR","HOUSECOST","RENT","IDX2015","Q","2016-Q2",101.65380101158,
"NOR","HOUSECOST","RENT","IDX2015","Q","2016-Q3",102.204107735153,
"NOR","HOUSECOST","RENT","IDX2015","Q","2016-Q4",102.751581519216,
"NOR","HOUSECOST","RENT","IDX2015","Q","2017-Q1",103.420171771569,
"NOR","HOUSECOST","RENT","IDX2015","Q","2017-Q2",103.839664056258,
"NOR","HOUSECOST","RENT","IDX2015","Q","2017-Q3",104.294579750109,
"NOR","HOUSECOST","RENT","IDX2015","Q","2017-Q4",104.813751163987,
"NOR","HOUSECOST","RENT","IDX2015","Q","2018-Q1",105.220916321029,
"NOR","HOUSECOST","RENT","IDX2015","Q","2018-Q2",105.696978382141,
"NOR","HOUSECOST","RENT","IDX2015","Q","2018-Q3",106.073465797933,
"NOR","HOUSECOST","RENT","IDX2015","Q","2018-Q4",106.510668502521,
